,pred_list,terms,count
110,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9","[SS,[BB,subnn,[SK,[B,addnn,getStripe],getStripe]],[BK,[subnn,3],getDot]]",3
111,"4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0","[BB,[mulnn,2],[KB,[subnn,3],[B,I,I]]]",17
112,"6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0","[BB,[mulnn,3],[KS,[K,subnn,3],[B,I,I]]]",3
113,"8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0","[BB,[mulnn,4],[KS,[K,subnn,3],[B,I,I]]]",3
114,"4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1","[BB,[addnn,1],[KB,[subnn,4],[B,I,I]]]",4
115,"0,0,0,0,2,1,0,0,4,2,0,0,6,3,0,0,8,4,0,0,0,0,0,0,2,1,0,0,4,2,0,0,6,3,0,0,8,4,0,0,0,0,0,0,2,1,0,0,4,2,0,0,6,3,0,0,8,4,0,0,0,0,0,0,2,1,0,0,4,2,0,0,6,3,0,0,8,4,0,0,0,0,0,0,2,1,0,0,4,2,0,0,6,3,0,0,8,4,0,0","[SB,[B,mulnn,getDot],[KS,[K,subnn,3],[B,I,I]]]",5
116,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,4,2,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,6,3,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0,8,4,0,0","[SB,[B,mulnn,getStripe],[KS,[K,subnn,3],[B,I,I]]]",5
117,"4,5,6,7,2,3,4,5,0,1,2,3,0,0,0,1,0,0,0,0,4,5,6,7,2,3,4,5,0,1,2,3,0,0,0,1,0,0,0,0,4,5,6,7,2,3,4,5,0,1,2,3,0,0,0,1,0,0,0,0,4,5,6,7,2,3,4,5,0,1,2,3,0,0,0,1,0,0,0,0,4,5,6,7,2,3,4,5,0,1,2,3,0,0,0,1,0,0,0,0","[SS,[BB,addnn,[BK,[subnn,3],getDot]],[BC,[B,subnn,[B,I,I]],getDot]]",2
118,"0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BS,[B,subnn,[B,I,I]],[BK,[addnn,1],getStripe]]",2
119,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[BB,[addnn,1],[SK,[B,mulnn,getStripe],getStripe]]",10
120,"1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4","[KB,I,I]",1395
121,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12","[BK,[mulnn,3],getStripe]",412
122,"4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8","[BK,[addnn,4],getDot]",222
123,"4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0","[BK,[subnn,4],getDot]",306
124,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BK,[subnn,4],getStripe]",385
125,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4","[KK,[mulnn,1],4]",1359
126,"2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8,2,4,6,8","[KB,[mulnn,2],[B,I,I]]",726
127,"3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12,3,6,9,12","[KB,[mulnn,3],[B,I,I]]",418
128,"1,2,3,4,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8,1,2,3,4,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8,1,2,3,4,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8,1,2,3,4,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8,1,2,3,4,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8","[CB,[B,addnn,getDot],[B,I,I]]",287
129,"1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,4,5,6,7,4,5,6,7,4,5,6,7,4,5,6,7,4,5,6,7,5,6,7,8,5,6,7,8,5,6,7,8,5,6,7,8,5,6,7,8","[CB,[B,addnn,getStripe],[B,I,I]]",259
130,"1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16","[KS,[B,mulnn,[B,I,I]],[B,I,I]]",129
131,"0,0,0,0,1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,1,2,3,4,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16,2,4,6,8,3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16,8,16,16,16","[BS,[B,mulnn,[B,I,I]],[SK,[B,addnn,getStripe],getDot]]",5
132,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,9,9,9,9,12,12,12,12,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getStripe],[SK,[B,addnn,getStripe],getDot]]",10
133,"0,0,0,0,3,3,3,3,6,6,6,6,9,9,9,9,12,12,12,12,3,3,3,3,6,6,6,6,9,9,9,9,12,12,12,12,15,15,15,15,6,6,6,6,9,9,9,9,12,12,12,12,15,15,15,15,16,16,16,16,9,9,9,9,12,12,12,12,15,15,15,15,16,16,16,16,16,16,16,16,12,12,12,12,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16","[BB,[mulnn,3],[SC,[BK,addnn,getStripe],getDot]]",4
134,"0,0,0,0,1,1,1,1,4,4,4,4,9,9,9,9,16,16,16,16,1,1,1,1,4,4,4,4,9,9,9,9,16,16,16,16,16,16,16,16,4,4,4,4,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,9,9,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SS,[BB,mulnn,[SK,[B,addnn,getStripe],getDot]],[SK,[B,addnn,getStripe],getDot]]",2
135,"0,0,0,0,2,2,2,2,4,4,4,4,6,6,6,6,8,8,8,8,2,2,2,2,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,14,14,14,14,8,8,8,8,10,10,10,10,12,12,12,12,14,14,14,14,16,16,16,16","[BB,[mulnn,2],[SC,[BK,addnn,getStripe],getDot]]",2
136,"1,2,3,4,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8,2,3,4,5,3,4,5,6,4,5,6,7,5,6,7,8,6,7,8,9,3,4,5,6,4,5,6,7,5,6,7,8,6,7,8,9,7,8,9,10,4,5,6,7,5,6,7,8,6,7,8,9,7,8,9,10,8,9,10,11,5,6,7,8,6,7,8,9,7,8,9,10,8,9,10,11,9,10,11,12","[BS,[B,addnn,[B,I,I]],[SC,[BK,addnn,getStripe],getDot]]",2
137,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12,14,14,14,14,9,9,9,9,12,12,12,12,15,15,15,15,16,16,16,16,16,16,16,16,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getStripe],[BK,[addnn,3],getDot]]",14
138,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0","[SK,[B,subnn,getStripe],getDot]",109
139,"5,6,7,8,5,6,7,8,5,6,7,8,5,6,7,8,5,6,7,8,4,5,6,7,4,5,6,7,4,5,6,7,4,5,6,7,4,5,6,7,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,3,4,5,6,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,2,3,4,5,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4","[BS,[B,addnn,[B,I,I]],[BK,[subnn,4],getStripe]]",1
140,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BB,[mulnn,2],[BK,[subnn,4],getStripe]]",10
141,"12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BB,[mulnn,3],[BK,[subnn,4],getStripe]]",8
142,"6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2","[BB,[addnn,2],[BK,[subnn,4],getStripe]]",2
143,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getStripe],[BK,[mulnn,3],getStripe]]",24
144,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,2,1,0,0,5,4,3,2,5,4,3,2,5,4,3,2,5,4,3,2,5,4,3,2,8,7,6,5,8,7,6,5,8,7,6,5,8,7,6,5,8,7,6,5,11,10,9,8,11,10,9,8,11,10,9,8,11,10,9,8,11,10,9,8","[SS,[BB,subnn,[BK,[mulnn,3],getStripe]],[KB,I,I]]",1
145,"3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16,3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16,3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16,3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16,3,6,9,12,4,8,12,16,5,10,15,16,6,12,16,16,7,14,16,16","[BS,[B,mulnn,[B,I,I]],[BK,[addnn,3],getDot]]",17
146,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getStripe],[BK,[addnn,2],getStripe]]",16
147,"3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16,3,8,15,16","[BS,[B,mulnn,[B,I,I]],[KB,[addnn,2],[B,I,I]]]",5
148,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,1,2,3,4,4,8,12,16,4,8,12,16,4,8,12,16,4,8,12,16,4,8,12,16,9,16,16,16,9,16,16,16,9,16,16,16,9,16,16,16,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,mulnn,getStripe],[BC,[B,mulnn,[B,I,I]],getStripe]]",20
149,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5","[CC,[BB,subnn,[BK,[mulnn,2],getStripe]],3]",2
150,"4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","[BB,[subnn,4],[SC,[BK,mulnn,getStripe],getStripe]]",4
151,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SB,[B,addnn,getDot],[SK,[B,mulnn,getStripe],getStripe]]",12
152,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,1,4,9,16,2,8,16,16,2,8,16,16,2,8,16,16,2,8,16,16,2,8,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,3,12,16,16,4,16,16,16,4,16,16,16,4,16,16,16,4,16,16,16,4,16,16,16","[BS,[B,mulnn,[B,I,I]],[CB,[B,mulnn,getStripe],[B,I,I]]]",13
153,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12,13,13,13,13,12,12,12,12,13,13,13,13,14,14,14,14,15,15,15,15,16,16,16,16","[SB,[B,addnn,getDot],[BK,[mulnn,3],getStripe]]",2
154,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,16,16,16,16,15,15,15,15,14,14,14,14,13,13,13,13,12,12,12,12","[SC,[BB,subnn,[SK,[B,mulnn,getStripe],getStripe]],getDot]",1
155,"2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[BB,[addnn,2],[SK,[B,mulnn,getStripe],getStripe]]",10
156,"0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10,8,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,12,12","[SC,[BB,addnn,[BK,[mulnn,2],getStripe]],getDot]",5
157,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","[SB,[K,addnn,1],[BK,[mulnn,2],getStripe]]",8
158,"0,0,0,0,2,2,2,2,4,4,4,4,6,6,6,6,8,8,8,8,3,3,3,3,6,6,6,6,9,9,9,9,12,12,12,12,15,15,15,15,8,8,8,8,12,12,12,12,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16","[SS,[BB,mulnn,[BK,[addnn,2],getStripe]],[SK,[B,addnn,getStripe],getDot]]",2
159,"0,0,0,0,2,2,2,2,4,4,4,4,6,6,6,6,8,8,8,8,1,1,1,1,3,3,3,3,5,5,5,5,7,7,7,7,9,9,9,9,2,2,2,2,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,3,3,3,3,5,5,5,5,7,7,7,7,9,9,9,9,11,11,11,11,4,4,4,4,6,6,6,6,8,8,8,8,10,10,10,10,12,12,12,12","[SB,[B,addnn,getDot],[SK,[B,addnn,getStripe],getDot]]",2
160,"3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,3,2,1,0,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,4,3,2,1,5,4,3,2,5,4,3,2,5,4,3,2,5,4,3,2,5,4,3,2,6,5,4,3,6,5,4,3,6,5,4,3,6,5,4,3,6,5,4,3,7,6,5,4,7,6,5,4,7,6,5,4,7,6,5,4,7,6,5,4","[BB,[subnn,4],[BC,[B,subnn,[B,I,I]],getStripe]]",6
161,"3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0,3,4,3,0","[BS,[B,mulnn,[B,I,I]],[KB,[subnn,4],[B,I,I]]]",1
